MAE,RMSE,MAPE,R²,PICP (Coverage),MIW,Avg Quantile Loss,n_samples
0.5635571900369443,0.6737175867351546,16.16362301657933,-2.7832853819033994,0.0,0.0,0.28177859501847213,1200
