MAE,RMSE,MAPE,R²,PICP (Coverage),MIW,Avg Quantile Loss,n_samples
0.257968290602309,0.3129617264864693,7.673132316093245,0.20450891452389253,0.0,0.0,0.1289841453011545,1200
