Model,Loss,MAE,RMSE,MAPE,R2,PICP,MIW
nhits_det_mse,mse,0.1723062881490886,0.22675349840397366,5.22363740823832,0.4771661096282853,,
nhits_det_mae,mae,0.395212092227348,0.4566949294293193,11.681982384144886,-1.120841037308486,,
tcn_fresh,mse,0.22342975805371507,0.2803076519843533,6.801214137767128,0.2010388799370253,,
tcn_det_mae,mae,1.576845265833019,1.6822211748522615,47.46551694376049,-27.775437101447356,,
