MAE,RMSE,MAPE,R²,PICP (Coverage),MIW,Avg Quantile Loss,n_samples
0.21067928051692744,0.25894506035363674,6.241451277412434,0.45541193294065385,49.666666666666664,0.39124648858181454,0.07363451433779007,1200
